contract_address,implementation_address,contract_name,function_name,signature,state_mutability,input_params,output_params
0x9083a2b699c0a4ad06f63580bde2635d26a3eef0,,FPMMDeterministicFactory,implementationMaster,12b4d20c,view,[],"[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0x9083a2b699c0a4ad06f63580bde2635d26a3eef0,,FPMMDeterministicFactory,cloneConstructor,52e831dd,nonpayable,"[{""name"": ""consData"", ""type"": ""bytes"", ""position"": 1}]",[]
0x9083a2b699c0a4ad06f63580bde2635d26a3eef0,,FPMMDeterministicFactory,create2FixedProductMarketMaker,82e90fa0,nonpayable,"[{""name"": ""saltNonce"", ""type"": ""uint256"", ""position"": 1}, {""name"": ""conditionalTokens"", ""type"": ""address"", ""position"": 2}, {""name"": ""collateralToken"", ""type"": ""address"", ""position"": 3}, {""name"": ""conditionIds"", ""type"": ""bytes32[]"", ""position"": 4}, {""name"": ""fee"", ""type"": ""uint256"", ""position"": 5}, {""name"": ""initialFunds"", ""type"": ""uint256"", ""position"": 6}, {""name"": ""distributionHint"", ""type"": ""uint256[]"", ""position"": 7}]","[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0x9083a2b699c0a4ad06f63580bde2635d26a3eef0,,FPMMDeterministicFactory,onERC1155BatchReceived,bc197c81,nonpayable,"[{""name"": ""operator"", ""type"": ""address"", ""position"": 1}, {""name"": ""from"", ""type"": ""address"", ""position"": 2}, {""name"": ""ids"", ""type"": ""uint256[]"", ""position"": 3}, {""name"": ""values"", ""type"": ""uint256[]"", ""position"": 4}, {""name"": ""data"", ""type"": ""bytes"", ""position"": 5}]","[{""name"": """", ""type"": ""bytes4"", ""position"": 1}]"
0x9083a2b699c0a4ad06f63580bde2635d26a3eef0,,FPMMDeterministicFactory,onERC1155Received,f23a6e61,nonpayable,"[{""name"": ""operator"", ""type"": ""address"", ""position"": 1}, {""name"": ""from"", ""type"": ""address"", ""position"": 2}, {""name"": ""id"", ""type"": ""uint256"", ""position"": 3}, {""name"": ""value"", ""type"": ""uint256"", ""position"": 4}, {""name"": ""data"", ""type"": ""bytes"", ""position"": 5}]","[{""name"": """", ""type"": ""bytes4"", ""position"": 1}]"
0x99c43743a2dbd406160cc43cf08113b17178789c,,AgentResultMapping,addPrediction,3080588f,nonpayable,"[{""name"": ""marketAddress"", ""type"": ""address"", ""position"": 1}, {""name"": ""prediction"", ""type"": ""tuple"", ""position"": 2, ""components"": [{""name"": ""marketAddress"", ""type"": ""address"", ""position"": 1}, {""name"": ""publisherAddress"", ""type"": ""address"", ""position"": 2}, {""name"": ""ipfsHash"", ""type"": ""bytes32"", ""position"": 3}, {""name"": ""txHashes"", ""type"": ""bytes32[]"", ""position"": 4}, {""name"": ""outcomes"", ""type"": ""string[]"", ""position"": 5}, {""name"": ""estimatedProbabilitiesBps"", ""type"": ""uint16[]"", ""position"": 6}]}]",[]
0x99c43743a2dbd406160cc43cf08113b17178789c,,AgentResultMapping,getPredictionByIndex,6e3aa784,view,"[{""name"": ""marketAddress"", ""type"": ""address"", ""position"": 1}, {""name"": ""index"", ""type"": ""uint256"", ""position"": 2}]","[{""name"": """", ""type"": ""tuple"", ""position"": 1, ""components"": [{""name"": ""marketAddress"", ""type"": ""address"", ""position"": 1}, {""name"": ""publisherAddress"", ""type"": ""address"", ""position"": 2}, {""name"": ""ipfsHash"", ""type"": ""bytes32"", ""position"": 3}, {""name"": ""txHashes"", ""type"": ""bytes32[]"", ""position"": 4}, {""name"": ""outcomes"", ""type"": ""string[]"", ""position"": 5}, {""name"": ""estimatedProbabilitiesBps"", ""type"": ""uint16[]"", ""position"": 6}]}]"
0x99c43743a2dbd406160cc43cf08113b17178789c,,AgentResultMapping,getPredictions,b799bb0f,view,"[{""name"": ""marketAddress"", ""type"": ""address"", ""position"": 1}]","[{""name"": """", ""type"": ""tuple[]"", ""position"": 1, ""components"": [{""name"": ""marketAddress"", ""type"": ""address"", ""position"": 1}, {""name"": ""publisherAddress"", ""type"": ""address"", ""position"": 2}, {""name"": ""ipfsHash"", ""type"": ""bytes32"", ""position"": 3}, {""name"": ""txHashes"", ""type"": ""bytes32[]"", ""position"": 4}, {""name"": ""outcomes"", ""type"": ""string[]"", ""position"": 5}, {""name"": ""estimatedProbabilitiesBps"", ""type"": ""uint16[]"", ""position"": 6}]}]"
0x99c43743a2dbd406160cc43cf08113b17178789c,,AgentResultMapping,marketPlatformName,3651eb09,view,[],"[{""name"": """", ""type"": ""string"", ""position"": 1}]"
0x9e8e794ad6ecdb6d5c7eabe059d30e907f58859b,,BackedOracle,decimals,313ce567,view,[],"[{""name"": """", ""type"": ""uint8"", ""position"": 1}]"
0x9e8e794ad6ecdb6d5c7eabe059d30e907f58859b,,BackedOracle,description,7284e416,view,[],"[{""name"": """", ""type"": ""string"", ""position"": 1}]"
0x9e8e794ad6ecdb6d5c7eabe059d30e907f58859b,,BackedOracle,getAnswer,b5ab58dc,view,"[{""name"": ""roundId"", ""type"": ""uint256"", ""position"": 1}]","[{""name"": """", ""type"": ""int256"", ""position"": 1}]"
0x9e8e794ad6ecdb6d5c7eabe059d30e907f58859b,,BackedOracle,getRoundData,9a6fc8f5,view,"[{""name"": ""roundId"", ""type"": ""uint80"", ""position"": 1}]","[{""name"": """", ""type"": ""uint80"", ""position"": 1}, {""name"": """", ""type"": ""int256"", ""position"": 2}, {""name"": """", ""type"": ""uint256"", ""position"": 3}, {""name"": """", ""type"": ""uint256"", ""position"": 4}, {""name"": """", ""type"": ""uint80"", ""position"": 5}]"
0x9e8e794ad6ecdb6d5c7eabe059d30e907f58859b,,BackedOracle,getTimestamp,b633620c,view,"[{""name"": ""roundId"", ""type"": ""uint256"", ""position"": 1}]","[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0x9e8e794ad6ecdb6d5c7eabe059d30e907f58859b,,BackedOracle,latestAnswer,50d25bcd,view,[],"[{""name"": """", ""type"": ""int256"", ""position"": 1}]"
0x9e8e794ad6ecdb6d5c7eabe059d30e907f58859b,,BackedOracle,latestRound,668a0f02,view,[],"[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0x9e8e794ad6ecdb6d5c7eabe059d30e907f58859b,,BackedOracle,latestRoundData,feaf968c,view,[],"[{""name"": """", ""type"": ""uint80"", ""position"": 1}, {""name"": """", ""type"": ""int256"", ""position"": 2}, {""name"": """", ""type"": ""uint256"", ""position"": 3}, {""name"": """", ""type"": ""uint256"", ""position"": 4}, {""name"": """", ""type"": ""uint80"", ""position"": 5}]"
0x9e8e794ad6ecdb6d5c7eabe059d30e907f58859b,,BackedOracle,latestTimestamp,8205bf6a,view,[],"[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0x9e8e794ad6ecdb6d5c7eabe059d30e907f58859b,,BackedOracle,owner,8da5cb5b,view,[],"[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0x9e8e794ad6ecdb6d5c7eabe059d30e907f58859b,,BackedOracle,renounceOwnership,715018a6,nonpayable,[],[]
0x9e8e794ad6ecdb6d5c7eabe059d30e907f58859b,,BackedOracle,transferOwnership,f2fde38b,nonpayable,"[{""name"": ""newOwner"", ""type"": ""address"", ""position"": 1}]",[]
0x9e8e794ad6ecdb6d5c7eabe059d30e907f58859b,,BackedOracle,updateAnswer,e849a2eb,nonpayable,"[{""name"": ""newAnswer"", ""type"": ""int192"", ""position"": 1}, {""name"": ""newTimestamp"", ""type"": ""uint32"", ""position"": 2}, {""name"": ""newRound"", ""type"": ""uint32"", ""position"": 3}]",[]
0x9f9953d8a2c5366f098754d48f2d69b144ce03da,,BackedOracle,decimals,313ce567,view,[],"[{""name"": """", ""type"": ""uint8"", ""position"": 1}]"
0x9f9953d8a2c5366f098754d48f2d69b144ce03da,,BackedOracle,description,7284e416,view,[],"[{""name"": """", ""type"": ""string"", ""position"": 1}]"
0x9f9953d8a2c5366f098754d48f2d69b144ce03da,,BackedOracle,getAnswer,b5ab58dc,view,"[{""name"": ""roundId"", ""type"": ""uint256"", ""position"": 1}]","[{""name"": """", ""type"": ""int256"", ""position"": 1}]"
0x9f9953d8a2c5366f098754d48f2d69b144ce03da,,BackedOracle,getRoundData,9a6fc8f5,view,"[{""name"": ""roundId"", ""type"": ""uint80"", ""position"": 1}]","[{""name"": """", ""type"": ""uint80"", ""position"": 1}, {""name"": """", ""type"": ""int256"", ""position"": 2}, {""name"": """", ""type"": ""uint256"", ""position"": 3}, {""name"": """", ""type"": ""uint256"", ""position"": 4}, {""name"": """", ""type"": ""uint80"", ""position"": 5}]"
0x9f9953d8a2c5366f098754d48f2d69b144ce03da,,BackedOracle,getTimestamp,b633620c,view,"[{""name"": ""roundId"", ""type"": ""uint256"", ""position"": 1}]","[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0x9f9953d8a2c5366f098754d48f2d69b144ce03da,,BackedOracle,latestAnswer,50d25bcd,view,[],"[{""name"": """", ""type"": ""int256"", ""position"": 1}]"
0x9f9953d8a2c5366f098754d48f2d69b144ce03da,,BackedOracle,latestRound,668a0f02,view,[],"[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0x9f9953d8a2c5366f098754d48f2d69b144ce03da,,BackedOracle,latestRoundData,feaf968c,view,[],"[{""name"": """", ""type"": ""uint80"", ""position"": 1}, {""name"": """", ""type"": ""int256"", ""position"": 2}, {""name"": """", ""type"": ""uint256"", ""position"": 3}, {""name"": """", ""type"": ""uint256"", ""position"": 4}, {""name"": """", ""type"": ""uint80"", ""position"": 5}]"
0x9f9953d8a2c5366f098754d48f2d69b144ce03da,,BackedOracle,latestTimestamp,8205bf6a,view,[],"[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0x9f9953d8a2c5366f098754d48f2d69b144ce03da,,BackedOracle,owner,8da5cb5b,view,[],"[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0x9f9953d8a2c5366f098754d48f2d69b144ce03da,,BackedOracle,renounceOwnership,715018a6,nonpayable,[],[]
0x9f9953d8a2c5366f098754d48f2d69b144ce03da,,BackedOracle,transferOwnership,f2fde38b,nonpayable,"[{""name"": ""newOwner"", ""type"": ""address"", ""position"": 1}]",[]
0x9f9953d8a2c5366f098754d48f2d69b144ce03da,,BackedOracle,updateAnswer,e849a2eb,nonpayable,"[{""name"": ""newAnswer"", ""type"": ""int192"", ""position"": 1}, {""name"": ""newTimestamp"", ""type"": ""uint32"", ""position"": 2}, {""name"": ""newRound"", ""type"": ""uint32"", ""position"": 3}]",[]
0xBA12222222228d8Ba445958a75a0704d566BF2C8,,Vault,WETH,ad5c4648,view,[],"[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0xBA12222222228d8Ba445958a75a0704d566BF2C8,,Vault,batchSwap,945bcec9,payable,"[{""name"": ""kind"", ""type"": ""uint8"", ""position"": 1}, {""name"": ""swaps"", ""type"": ""tuple[]"", ""position"": 2, ""components"": [{""name"": ""poolId"", ""type"": ""bytes32"", ""position"": 1}, {""name"": ""assetInIndex"", ""type"": ""uint256"", ""position"": 2}, {""name"": ""assetOutIndex"", ""type"": ""uint256"", ""position"": 3}, {""name"": ""amount"", ""type"": ""uint256"", ""position"": 4}, {""name"": ""userData"", ""type"": ""bytes"", ""position"": 5}]}, {""name"": ""assets"", ""type"": ""address[]"", ""position"": 3}, {""name"": ""funds"", ""type"": ""tuple"", ""position"": 4, ""components"": [{""name"": ""sender"", ""type"": ""address"", ""position"": 1}, {""name"": ""fromInternalBalance"", ""type"": ""bool"", ""position"": 2}, {""name"": ""recipient"", ""type"": ""address"", ""position"": 3}, {""name"": ""toInternalBalance"", ""type"": ""bool"", ""position"": 4}]}, {""name"": ""limits"", ""type"": ""int256[]"", ""position"": 5}, {""name"": ""deadline"", ""type"": ""uint256"", ""position"": 6}]","[{""name"": ""assetDeltas"", ""type"": ""int256[]"", ""position"": 1}]"
0xBA12222222228d8Ba445958a75a0704d566BF2C8,,Vault,deregisterTokens,7d3aeb96,nonpayable,"[{""name"": ""poolId"", ""type"": ""bytes32"", ""position"": 1}, {""name"": ""tokens"", ""type"": ""address[]"", ""position"": 2}]",[]
0xBA12222222228d8Ba445958a75a0704d566BF2C8,,Vault,exitPool,8bdb3913,nonpayable,"[{""name"": ""poolId"", ""type"": ""bytes32"", ""position"": 1}, {""name"": ""sender"", ""type"": ""address"", ""position"": 2}, {""name"": ""recipient"", ""type"": ""address"", ""position"": 3}, {""name"": ""request"", ""type"": ""tuple"", ""position"": 4, ""components"": [{""name"": ""assets"", ""type"": ""address[]"", ""position"": 1}, {""name"": ""minAmountsOut"", ""type"": ""uint256[]"", ""position"": 2}, {""name"": ""userData"", ""type"": ""bytes"", ""position"": 3}, {""name"": ""toInternalBalance"", ""type"": ""bool"", ""position"": 4}]}]",[]
0xBA12222222228d8Ba445958a75a0704d566BF2C8,,Vault,flashLoan,5c38449e,nonpayable,"[{""name"": ""recipient"", ""type"": ""address"", ""position"": 1}, {""name"": ""tokens"", ""type"": ""address[]"", ""position"": 2}, {""name"": ""amounts"", ""type"": ""uint256[]"", ""position"": 3}, {""name"": ""userData"", ""type"": ""bytes"", ""position"": 4}]",[]
0xBA12222222228d8Ba445958a75a0704d566BF2C8,,Vault,getActionId,851c1bb3,view,"[{""name"": ""selector"", ""type"": ""bytes4"", ""position"": 1}]","[{""name"": """", ""type"": ""bytes32"", ""position"": 1}]"
0xBA12222222228d8Ba445958a75a0704d566BF2C8,,Vault,getAuthorizer,aaabadc5,view,[],"[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0xBA12222222228d8Ba445958a75a0704d566BF2C8,,Vault,getDomainSeparator,ed24911d,view,[],"[{""name"": """", ""type"": ""bytes32"", ""position"": 1}]"
0xBA12222222228d8Ba445958a75a0704d566BF2C8,,Vault,getInternalBalance,0f5a6efa,view,"[{""name"": ""user"", ""type"": ""address"", ""position"": 1}, {""name"": ""tokens"", ""type"": ""address[]"", ""position"": 2}]","[{""name"": ""balances"", ""type"": ""uint256[]"", ""position"": 1}]"
0xBA12222222228d8Ba445958a75a0704d566BF2C8,,Vault,getNextNonce,90193b7c,view,"[{""name"": ""user"", ""type"": ""address"", ""position"": 1}]","[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0xBA12222222228d8Ba445958a75a0704d566BF2C8,,Vault,getPausedState,1c0de051,view,[],"[{""name"": ""paused"", ""type"": ""bool"", ""position"": 1}, {""name"": ""pauseWindowEndTime"", ""type"": ""uint256"", ""position"": 2}, {""name"": ""bufferPeriodEndTime"", ""type"": ""uint256"", ""position"": 3}]"
0xBA12222222228d8Ba445958a75a0704d566BF2C8,,Vault,getPool,f6c00927,view,"[{""name"": ""poolId"", ""type"": ""bytes32"", ""position"": 1}]","[{""name"": """", ""type"": ""address"", ""position"": 1}, {""name"": """", ""type"": ""uint8"", ""position"": 2}]"
0xBA12222222228d8Ba445958a75a0704d566BF2C8,,Vault,getPoolTokenInfo,b05f8e48,view,"[{""name"": ""poolId"", ""type"": ""bytes32"", ""position"": 1}, {""name"": ""token"", ""type"": ""address"", ""position"": 2}]","[{""name"": ""cash"", ""type"": ""uint256"", ""position"": 1}, {""name"": ""managed"", ""type"": ""uint256"", ""position"": 2}, {""name"": ""lastChangeBlock"", ""type"": ""uint256"", ""position"": 3}, {""name"": ""assetManager"", ""type"": ""address"", ""position"": 4}]"
0xBA12222222228d8Ba445958a75a0704d566BF2C8,,Vault,getPoolTokens,f94d4668,view,"[{""name"": ""poolId"", ""type"": ""bytes32"", ""position"": 1}]","[{""name"": ""tokens"", ""type"": ""address[]"", ""position"": 1}, {""name"": ""balances"", ""type"": ""uint256[]"", ""position"": 2}, {""name"": ""lastChangeBlock"", ""type"": ""uint256"", ""position"": 3}]"
0xBA12222222228d8Ba445958a75a0704d566BF2C8,,Vault,getProtocolFeesCollector,d2946c2b,view,[],"[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0xBA12222222228d8Ba445958a75a0704d566BF2C8,,Vault,hasApprovedRelayer,fec90d72,view,"[{""name"": ""user"", ""type"": ""address"", ""position"": 1}, {""name"": ""relayer"", ""type"": ""address"", ""position"": 2}]","[{""name"": """", ""type"": ""bool"", ""position"": 1}]"
0xBA12222222228d8Ba445958a75a0704d566BF2C8,,Vault,joinPool,b95cac28,payable,"[{""name"": ""poolId"", ""type"": ""bytes32"", ""position"": 1}, {""name"": ""sender"", ""type"": ""address"", ""position"": 2}, {""name"": ""recipient"", ""type"": ""address"", ""position"": 3}, {""name"": ""request"", ""type"": ""tuple"", ""position"": 4, ""components"": [{""name"": ""assets"", ""type"": ""address[]"", ""position"": 1}, {""name"": ""maxAmountsIn"", ""type"": ""uint256[]"", ""position"": 2}, {""name"": ""userData"", ""type"": ""bytes"", ""position"": 3}, {""name"": ""fromInternalBalance"", ""type"": ""bool"", ""position"": 4}]}]",[]
0xBA12222222228d8Ba445958a75a0704d566BF2C8,,Vault,managePoolBalance,e6c46092,nonpayable,"[{""name"": ""ops"", ""type"": ""tuple[]"", ""position"": 1, ""components"": [{""name"": ""kind"", ""type"": ""uint8"", ""position"": 1}, {""name"": ""poolId"", ""type"": ""bytes32"", ""position"": 2}, {""name"": ""token"", ""type"": ""address"", ""position"": 3}, {""name"": ""amount"", ""type"": ""uint256"", ""position"": 4}]}]",[]
0xBA12222222228d8Ba445958a75a0704d566BF2C8,,Vault,manageUserBalance,0e8e3e84,payable,"[{""name"": ""ops"", ""type"": ""tuple[]"", ""position"": 1, ""components"": [{""name"": ""kind"", ""type"": ""uint8"", ""position"": 1}, {""name"": ""asset"", ""type"": ""address"", ""position"": 2}, {""name"": ""amount"", ""type"": ""uint256"", ""position"": 3}, {""name"": ""sender"", ""type"": ""address"", ""position"": 4}, {""name"": ""recipient"", ""type"": ""address"", ""position"": 5}]}]",[]
0xBA12222222228d8Ba445958a75a0704d566BF2C8,,Vault,queryBatchSwap,f84d066e,nonpayable,"[{""name"": ""kind"", ""type"": ""uint8"", ""position"": 1}, {""name"": ""swaps"", ""type"": ""tuple[]"", ""position"": 2, ""components"": [{""name"": ""poolId"", ""type"": ""bytes32"", ""position"": 1}, {""name"": ""assetInIndex"", ""type"": ""uint256"", ""position"": 2}, {""name"": ""assetOutIndex"", ""type"": ""uint256"", ""position"": 3}, {""name"": ""amount"", ""type"": ""uint256"", ""position"": 4}, {""name"": ""userData"", ""type"": ""bytes"", ""position"": 5}]}, {""name"": ""assets"", ""type"": ""address[]"", ""position"": 3}, {""name"": ""funds"", ""type"": ""tuple"", ""position"": 4, ""components"": [{""name"": ""sender"", ""type"": ""address"", ""position"": 1}, {""name"": ""fromInternalBalance"", ""type"": ""bool"", ""position"": 2}, {""name"": ""recipient"", ""type"": ""address"", ""position"": 3}, {""name"": ""toInternalBalance"", ""type"": ""bool"", ""position"": 4}]}]","[{""name"": """", ""type"": ""int256[]"", ""position"": 1}]"
0xBA12222222228d8Ba445958a75a0704d566BF2C8,,Vault,registerPool,09b2760f,nonpayable,"[{""name"": ""specialization"", ""type"": ""uint8"", ""position"": 1}]","[{""name"": """", ""type"": ""bytes32"", ""position"": 1}]"
0xBA12222222228d8Ba445958a75a0704d566BF2C8,,Vault,registerTokens,66a9c7d2,nonpayable,"[{""name"": ""poolId"", ""type"": ""bytes32"", ""position"": 1}, {""name"": ""tokens"", ""type"": ""address[]"", ""position"": 2}, {""name"": ""assetManagers"", ""type"": ""address[]"", ""position"": 3}]",[]
0xBA12222222228d8Ba445958a75a0704d566BF2C8,,Vault,setAuthorizer,058a628f,nonpayable,"[{""name"": ""newAuthorizer"", ""type"": ""address"", ""position"": 1}]",[]
0xBA12222222228d8Ba445958a75a0704d566BF2C8,,Vault,setPaused,16c38b3c,nonpayable,"[{""name"": ""paused"", ""type"": ""bool"", ""position"": 1}]",[]
0xBA12222222228d8Ba445958a75a0704d566BF2C8,,Vault,setRelayerApproval,fa6e671d,nonpayable,"[{""name"": ""sender"", ""type"": ""address"", ""position"": 1}, {""name"": ""relayer"", ""type"": ""address"", ""position"": 2}, {""name"": ""approved"", ""type"": ""bool"", ""position"": 3}]",[]
0xBA12222222228d8Ba445958a75a0704d566BF2C8,,Vault,swap,52bbbe29,payable,"[{""name"": ""singleSwap"", ""type"": ""tuple"", ""position"": 1, ""components"": [{""name"": ""poolId"", ""type"": ""bytes32"", ""position"": 1}, {""name"": ""kind"", ""type"": ""uint8"", ""position"": 2}, {""name"": ""assetIn"", ""type"": ""address"", ""position"": 3}, {""name"": ""assetOut"", ""type"": ""address"", ""position"": 4}, {""name"": ""amount"", ""type"": ""uint256"", ""position"": 5}, {""name"": ""userData"", ""type"": ""bytes"", ""position"": 6}]}, {""name"": ""funds"", ""type"": ""tuple"", ""position"": 2, ""components"": [{""name"": ""sender"", ""type"": ""address"", ""position"": 1}, {""name"": ""fromInternalBalance"", ""type"": ""bool"", ""position"": 2}, {""name"": ""recipient"", ""type"": ""address"", ""position"": 3}, {""name"": ""toInternalBalance"", ""type"": ""bool"", ""position"": 4}]}, {""name"": ""limit"", ""type"": ""uint256"", ""position"": 3}, {""name"": ""deadline"", ""type"": ""uint256"", ""position"": 4}]","[{""name"": ""amountCalculated"", ""type"": ""uint256"", ""position"": 1}]"
0xD194319D1804C1051DD21Ba1Dc931cA72410B79f,,Wrapped1155Factory,batchUnwrap,a7eaa186,nonpayable,"[{""name"": ""multiToken"", ""type"": ""address"", ""position"": 1}, {""name"": ""tokenIds"", ""type"": ""uint256[]"", ""position"": 2}, {""name"": ""amounts"", ""type"": ""uint256[]"", ""position"": 3}, {""name"": ""recipient"", ""type"": ""address"", ""position"": 4}, {""name"": ""data"", ""type"": ""bytes"", ""position"": 5}]",[]
0xD194319D1804C1051DD21Ba1Dc931cA72410B79f,,Wrapped1155Factory,erc20Implementation,901be041,view,[],"[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0xD194319D1804C1051DD21Ba1Dc931cA72410B79f,,Wrapped1155Factory,getWrapped1155,08b2ea5e,view,"[{""name"": ""multiToken"", ""type"": ""address"", ""position"": 1}, {""name"": ""tokenId"", ""type"": ""uint256"", ""position"": 2}, {""name"": ""data"", ""type"": ""bytes"", ""position"": 3}]","[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0xD194319D1804C1051DD21Ba1Dc931cA72410B79f,,Wrapped1155Factory,getWrapped1155DeployBytecode,bad7b714,view,"[{""name"": ""multiToken"", ""type"": ""address"", ""position"": 1}, {""name"": ""tokenId"", ""type"": ""uint256"", ""position"": 2}, {""name"": ""data"", ""type"": ""bytes"", ""position"": 3}]","[{""name"": """", ""type"": ""bytes"", ""position"": 1}]"
0xD194319D1804C1051DD21Ba1Dc931cA72410B79f,,Wrapped1155Factory,onERC1155BatchReceived,bc197c81,nonpayable,"[{""name"": ""operator"", ""type"": ""address"", ""position"": 1}, {""name"": """", ""type"": ""address"", ""position"": 2}, {""name"": ""ids"", ""type"": ""uint256[]"", ""position"": 3}, {""name"": ""values"", ""type"": ""uint256[]"", ""position"": 4}, {""name"": ""data"", ""type"": ""bytes"", ""position"": 5}]","[{""name"": """", ""type"": ""bytes4"", ""position"": 1}]"
0xD194319D1804C1051DD21Ba1Dc931cA72410B79f,,Wrapped1155Factory,onERC1155Received,f23a6e61,nonpayable,"[{""name"": ""operator"", ""type"": ""address"", ""position"": 1}, {""name"": """", ""type"": ""address"", ""position"": 2}, {""name"": ""id"", ""type"": ""uint256"", ""position"": 3}, {""name"": ""value"", ""type"": ""uint256"", ""position"": 4}, {""name"": ""data"", ""type"": ""bytes"", ""position"": 5}]","[{""name"": """", ""type"": ""bytes4"", ""position"": 1}]"
0xD194319D1804C1051DD21Ba1Dc931cA72410B79f,,Wrapped1155Factory,requireWrapped1155,3125810e,nonpayable,"[{""name"": ""multiToken"", ""type"": ""address"", ""position"": 1}, {""name"": ""tokenId"", ""type"": ""uint256"", ""position"": 2}, {""name"": ""data"", ""type"": ""bytes"", ""position"": 3}]","[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0xD194319D1804C1051DD21Ba1Dc931cA72410B79f,,Wrapped1155Factory,supportsInterface,01ffc9a7,view,"[{""name"": ""interfaceId"", ""type"": ""bytes4"", ""position"": 1}]","[{""name"": """", ""type"": ""bool"", ""position"": 1}]"
0xD194319D1804C1051DD21Ba1Dc931cA72410B79f,,Wrapped1155Factory,unwrap,52aecb24,nonpayable,"[{""name"": ""multiToken"", ""type"": ""address"", ""position"": 1}, {""name"": ""tokenId"", ""type"": ""uint256"", ""position"": 2}, {""name"": ""amount"", ""type"": ""uint256"", ""position"": 3}, {""name"": ""recipient"", ""type"": ""address"", ""position"": 4}, {""name"": ""data"", ""type"": ""bytes"", ""position"": 5}]",[]
0xa180bedd56438c596c9aced94d03a3001c5bb83c,,UniswapV3Pool,burn,a34123a7,nonpayable,"[{""name"": ""tickLower"", ""type"": ""int24"", ""position"": 1}, {""name"": ""tickUpper"", ""type"": ""int24"", ""position"": 2}, {""name"": ""amount"", ""type"": ""uint128"", ""position"": 3}]","[{""name"": ""amount0"", ""type"": ""uint256"", ""position"": 1}, {""name"": ""amount1"", ""type"": ""uint256"", ""position"": 2}]"
0xa180bedd56438c596c9aced94d03a3001c5bb83c,,UniswapV3Pool,collect,4f1eb3d8,nonpayable,"[{""name"": ""recipient"", ""type"": ""address"", ""position"": 1}, {""name"": ""tickLower"", ""type"": ""int24"", ""position"": 2}, {""name"": ""tickUpper"", ""type"": ""int24"", ""position"": 3}, {""name"": ""amount0Requested"", ""type"": ""uint128"", ""position"": 4}, {""name"": ""amount1Requested"", ""type"": ""uint128"", ""position"": 5}]","[{""name"": ""amount0"", ""type"": ""uint128"", ""position"": 1}, {""name"": ""amount1"", ""type"": ""uint128"", ""position"": 2}]"
0xa180bedd56438c596c9aced94d03a3001c5bb83c,,UniswapV3Pool,collectProtocol,85b66729,nonpayable,"[{""name"": ""recipient"", ""type"": ""address"", ""position"": 1}, {""name"": ""amount0Requested"", ""type"": ""uint128"", ""position"": 2}, {""name"": ""amount1Requested"", ""type"": ""uint128"", ""position"": 3}]","[{""name"": ""amount0"", ""type"": ""uint128"", ""position"": 1}, {""name"": ""amount1"", ""type"": ""uint128"", ""position"": 2}]"
0xa180bedd56438c596c9aced94d03a3001c5bb83c,,UniswapV3Pool,factory,c45a0155,view,[],"[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0xa180bedd56438c596c9aced94d03a3001c5bb83c,,UniswapV3Pool,fee,ddca3f43,view,[],"[{""name"": """", ""type"": ""uint24"", ""position"": 1}]"
0xa180bedd56438c596c9aced94d03a3001c5bb83c,,UniswapV3Pool,feeGrowthGlobal0X128,f3058399,view,[],"[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0xa180bedd56438c596c9aced94d03a3001c5bb83c,,UniswapV3Pool,feeGrowthGlobal1X128,46141319,view,[],"[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0xa180bedd56438c596c9aced94d03a3001c5bb83c,,UniswapV3Pool,flash,490e6cbc,nonpayable,"[{""name"": ""recipient"", ""type"": ""address"", ""position"": 1}, {""name"": ""amount0"", ""type"": ""uint256"", ""position"": 2}, {""name"": ""amount1"", ""type"": ""uint256"", ""position"": 3}, {""name"": ""data"", ""type"": ""bytes"", ""position"": 4}]",[]
0xa180bedd56438c596c9aced94d03a3001c5bb83c,,UniswapV3Pool,increaseObservationCardinalityNext,32148f67,nonpayable,"[{""name"": ""observationCardinalityNext"", ""type"": ""uint16"", ""position"": 1}]",[]
0xa180bedd56438c596c9aced94d03a3001c5bb83c,,UniswapV3Pool,initialize,f637731d,nonpayable,"[{""name"": ""sqrtPriceX96"", ""type"": ""uint160"", ""position"": 1}]",[]
0xa180bedd56438c596c9aced94d03a3001c5bb83c,,UniswapV3Pool,liquidity,1a686502,view,[],"[{""name"": """", ""type"": ""uint128"", ""position"": 1}]"
