contract_address,implementation_address,contract_name,function_name,signature,state_mutability,input_params,output_params
0x2de7439f52d059e6cadbbeb4527683a94331cf65,,AlgebraPool,dataStorageOperator,29047dfa,view,[],"[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0x2de7439f52d059e6cadbbeb4527683a94331cf65,,AlgebraPool,factory,c45a0155,view,[],"[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0x2de7439f52d059e6cadbbeb4527683a94331cf65,,AlgebraPool,flash,490e6cbc,nonpayable,"[{""name"": ""recipient"", ""type"": ""address"", ""position"": 1}, {""name"": ""amount0"", ""type"": ""uint256"", ""position"": 2}, {""name"": ""amount1"", ""type"": ""uint256"", ""position"": 3}, {""name"": ""data"", ""type"": ""bytes"", ""position"": 4}]",[]
0x2de7439f52d059e6cadbbeb4527683a94331cf65,,AlgebraPool,getInnerCumulatives,920c34e5,view,"[{""name"": ""bottomTick"", ""type"": ""int24"", ""position"": 1}, {""name"": ""topTick"", ""type"": ""int24"", ""position"": 2}]","[{""name"": ""innerTickCumulative"", ""type"": ""int56"", ""position"": 1}, {""name"": ""innerSecondsSpentPerLiquidity"", ""type"": ""uint160"", ""position"": 2}, {""name"": ""innerSecondsSpent"", ""type"": ""uint32"", ""position"": 3}]"
0x2de7439f52d059e6cadbbeb4527683a94331cf65,,AlgebraPool,getTimepoints,9d3a5241,view,"[{""name"": ""secondsAgos"", ""type"": ""uint32[]"", ""position"": 1}]","[{""name"": ""tickCumulatives"", ""type"": ""int56[]"", ""position"": 1}, {""name"": ""secondsPerLiquidityCumulatives"", ""type"": ""uint160[]"", ""position"": 2}, {""name"": ""volatilityCumulatives"", ""type"": ""uint112[]"", ""position"": 3}, {""name"": ""volumePerAvgLiquiditys"", ""type"": ""uint256[]"", ""position"": 4}]"
0x2de7439f52d059e6cadbbeb4527683a94331cf65,,AlgebraPool,globalState,e76c01e4,view,[],"[{""name"": ""price"", ""type"": ""uint160"", ""position"": 1}, {""name"": ""tick"", ""type"": ""int24"", ""position"": 2}, {""name"": ""fee"", ""type"": ""uint16"", ""position"": 3}, {""name"": ""timepointIndex"", ""type"": ""uint16"", ""position"": 4}, {""name"": ""communityFeeToken0"", ""type"": ""uint8"", ""position"": 5}, {""name"": ""communityFeeToken1"", ""type"": ""uint8"", ""position"": 6}, {""name"": ""unlocked"", ""type"": ""bool"", ""position"": 7}]"
0x2de7439f52d059e6cadbbeb4527683a94331cf65,,AlgebraPool,initialize,f637731d,nonpayable,"[{""name"": ""initialPrice"", ""type"": ""uint160"", ""position"": 1}]",[]
0x2de7439f52d059e6cadbbeb4527683a94331cf65,,AlgebraPool,liquidity,1a686502,view,[],"[{""name"": """", ""type"": ""uint128"", ""position"": 1}]"
0x2de7439f52d059e6cadbbeb4527683a94331cf65,,AlgebraPool,liquidityCooldown,17e25b3c,view,[],"[{""name"": """", ""type"": ""uint32"", ""position"": 1}]"
0x2de7439f52d059e6cadbbeb4527683a94331cf65,,AlgebraPool,maxLiquidityPerTick,70cf754a,pure,[],"[{""name"": """", ""type"": ""uint128"", ""position"": 1}]"
0x2de7439f52d059e6cadbbeb4527683a94331cf65,,AlgebraPool,mint,aafe29c0,nonpayable,"[{""name"": ""sender"", ""type"": ""address"", ""position"": 1}, {""name"": ""recipient"", ""type"": ""address"", ""position"": 2}, {""name"": ""bottomTick"", ""type"": ""int24"", ""position"": 3}, {""name"": ""topTick"", ""type"": ""int24"", ""position"": 4}, {""name"": ""liquidityDesired"", ""type"": ""uint128"", ""position"": 5}, {""name"": ""data"", ""type"": ""bytes"", ""position"": 6}]","[{""name"": ""amount0"", ""type"": ""uint256"", ""position"": 1}, {""name"": ""amount1"", ""type"": ""uint256"", ""position"": 2}, {""name"": ""liquidityActual"", ""type"": ""uint128"", ""position"": 3}]"
0x2de7439f52d059e6cadbbeb4527683a94331cf65,,AlgebraPool,positions,514ea4bf,view,"[{""name"": """", ""type"": ""bytes32"", ""position"": 1}]","[{""name"": ""liquidity"", ""type"": ""uint128"", ""position"": 1}, {""name"": ""lastLiquidityAddTimestamp"", ""type"": ""uint32"", ""position"": 2}, {""name"": ""innerFeeGrowth0Token"", ""type"": ""uint256"", ""position"": 3}, {""name"": ""innerFeeGrowth1Token"", ""type"": ""uint256"", ""position"": 4}, {""name"": ""fees0"", ""type"": ""uint128"", ""position"": 5}, {""name"": ""fees1"", ""type"": ""uint128"", ""position"": 6}]"
0x2de7439f52d059e6cadbbeb4527683a94331cf65,,AlgebraPool,setCommunityFee,7c0112b7,nonpayable,"[{""name"": ""communityFee0"", ""type"": ""uint8"", ""position"": 1}, {""name"": ""communityFee1"", ""type"": ""uint8"", ""position"": 2}]",[]
0x2de7439f52d059e6cadbbeb4527683a94331cf65,,AlgebraPool,setIncentive,7c1fe0c8,nonpayable,"[{""name"": ""virtualPoolAddress"", ""type"": ""address"", ""position"": 1}]",[]
0x2de7439f52d059e6cadbbeb4527683a94331cf65,,AlgebraPool,setLiquidityCooldown,289fe9b0,nonpayable,"[{""name"": ""newLiquidityCooldown"", ""type"": ""uint32"", ""position"": 1}]",[]
0x2de7439f52d059e6cadbbeb4527683a94331cf65,,AlgebraPool,setTickSpacing,f085a610,nonpayable,"[{""name"": ""newTickSpacing"", ""type"": ""int24"", ""position"": 1}]",[]
0x2de7439f52d059e6cadbbeb4527683a94331cf65,,AlgebraPool,swap,128acb08,nonpayable,"[{""name"": ""recipient"", ""type"": ""address"", ""position"": 1}, {""name"": ""zeroToOne"", ""type"": ""bool"", ""position"": 2}, {""name"": ""amountRequired"", ""type"": ""int256"", ""position"": 3}, {""name"": ""limitSqrtPrice"", ""type"": ""uint160"", ""position"": 4}, {""name"": ""data"", ""type"": ""bytes"", ""position"": 5}]","[{""name"": ""amount0"", ""type"": ""int256"", ""position"": 1}, {""name"": ""amount1"", ""type"": ""int256"", ""position"": 2}]"
0x2de7439f52d059e6cadbbeb4527683a94331cf65,,AlgebraPool,swapSupportingFeeOnInputTokens,71334694,nonpayable,"[{""name"": ""sender"", ""type"": ""address"", ""position"": 1}, {""name"": ""recipient"", ""type"": ""address"", ""position"": 2}, {""name"": ""zeroToOne"", ""type"": ""bool"", ""position"": 3}, {""name"": ""amountRequired"", ""type"": ""int256"", ""position"": 4}, {""name"": ""limitSqrtPrice"", ""type"": ""uint160"", ""position"": 5}, {""name"": ""data"", ""type"": ""bytes"", ""position"": 6}]","[{""name"": ""amount0"", ""type"": ""int256"", ""position"": 1}, {""name"": ""amount1"", ""type"": ""int256"", ""position"": 2}]"
0x2de7439f52d059e6cadbbeb4527683a94331cf65,,AlgebraPool,tickSpacing,d0c93a7c,view,[],"[{""name"": """", ""type"": ""int24"", ""position"": 1}]"
0x2de7439f52d059e6cadbbeb4527683a94331cf65,,AlgebraPool,tickTable,c677e3e0,view,"[{""name"": """", ""type"": ""int16"", ""position"": 1}]","[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0x2de7439f52d059e6cadbbeb4527683a94331cf65,,AlgebraPool,ticks,f30dba93,view,"[{""name"": """", ""type"": ""int24"", ""position"": 1}]","[{""name"": ""liquidityTotal"", ""type"": ""uint128"", ""position"": 1}, {""name"": ""liquidityDelta"", ""type"": ""int128"", ""position"": 2}, {""name"": ""outerFeeGrowth0Token"", ""type"": ""uint256"", ""position"": 3}, {""name"": ""outerFeeGrowth1Token"", ""type"": ""uint256"", ""position"": 4}, {""name"": ""outerTickCumulative"", ""type"": ""int56"", ""position"": 5}, {""name"": ""outerSecondsPerLiquidity"", ""type"": ""uint160"", ""position"": 6}, {""name"": ""outerSecondsSpent"", ""type"": ""uint32"", ""position"": 7}, {""name"": ""initialized"", ""type"": ""bool"", ""position"": 8}]"
0x2de7439f52d059e6cadbbeb4527683a94331cf65,,AlgebraPool,timepoints,74eceae6,view,"[{""name"": ""index"", ""type"": ""uint256"", ""position"": 1}]","[{""name"": ""initialized"", ""type"": ""bool"", ""position"": 1}, {""name"": ""blockTimestamp"", ""type"": ""uint32"", ""position"": 2}, {""name"": ""tickCumulative"", ""type"": ""int56"", ""position"": 3}, {""name"": ""secondsPerLiquidityCumulative"", ""type"": ""uint160"", ""position"": 4}, {""name"": ""volatilityCumulative"", ""type"": ""uint88"", ""position"": 5}, {""name"": ""averageTick"", ""type"": ""int24"", ""position"": 6}, {""name"": ""volumePerLiquidityCumulative"", ""type"": ""uint144"", ""position"": 7}]"
0x2de7439f52d059e6cadbbeb4527683a94331cf65,,AlgebraPool,token0,0dfe1681,view,[],"[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0x2de7439f52d059e6cadbbeb4527683a94331cf65,,AlgebraPool,token1,d21220a7,view,[],"[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0x2de7439f52d059e6cadbbeb4527683a94331cf65,,AlgebraPool,totalFeeGrowth0Token,6378ae44,view,[],"[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0x2de7439f52d059e6cadbbeb4527683a94331cf65,,AlgebraPool,totalFeeGrowth1Token,ecdecf42,view,[],"[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0x4a3fec341be7134b8ef9e9edb6bf63ae2ba17f43,,AlgebraPool,activeIncentive,facb0eb1,view,[],"[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0x4a3fec341be7134b8ef9e9edb6bf63ae2ba17f43,,AlgebraPool,burn,a34123a7,nonpayable,"[{""name"": ""bottomTick"", ""type"": ""int24"", ""position"": 1}, {""name"": ""topTick"", ""type"": ""int24"", ""position"": 2}, {""name"": ""amount"", ""type"": ""uint128"", ""position"": 3}]","[{""name"": ""amount0"", ""type"": ""uint256"", ""position"": 1}, {""name"": ""amount1"", ""type"": ""uint256"", ""position"": 2}]"
0x4a3fec341be7134b8ef9e9edb6bf63ae2ba17f43,,AlgebraPool,collect,4f1eb3d8,nonpayable,"[{""name"": ""recipient"", ""type"": ""address"", ""position"": 1}, {""name"": ""bottomTick"", ""type"": ""int24"", ""position"": 2}, {""name"": ""topTick"", ""type"": ""int24"", ""position"": 3}, {""name"": ""amount0Requested"", ""type"": ""uint128"", ""position"": 4}, {""name"": ""amount1Requested"", ""type"": ""uint128"", ""position"": 5}]","[{""name"": ""amount0"", ""type"": ""uint128"", ""position"": 1}, {""name"": ""amount1"", ""type"": ""uint128"", ""position"": 2}]"
0x4a3fec341be7134b8ef9e9edb6bf63ae2ba17f43,,AlgebraPool,dataStorageOperator,29047dfa,view,[],"[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0x4a3fec341be7134b8ef9e9edb6bf63ae2ba17f43,,AlgebraPool,factory,c45a0155,view,[],"[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0x4a3fec341be7134b8ef9e9edb6bf63ae2ba17f43,,AlgebraPool,flash,490e6cbc,nonpayable,"[{""name"": ""recipient"", ""type"": ""address"", ""position"": 1}, {""name"": ""amount0"", ""type"": ""uint256"", ""position"": 2}, {""name"": ""amount1"", ""type"": ""uint256"", ""position"": 3}, {""name"": ""data"", ""type"": ""bytes"", ""position"": 4}]",[]
0x4a3fec341be7134b8ef9e9edb6bf63ae2ba17f43,,AlgebraPool,getInnerCumulatives,920c34e5,view,"[{""name"": ""bottomTick"", ""type"": ""int24"", ""position"": 1}, {""name"": ""topTick"", ""type"": ""int24"", ""position"": 2}]","[{""name"": ""innerTickCumulative"", ""type"": ""int56"", ""position"": 1}, {""name"": ""innerSecondsSpentPerLiquidity"", ""type"": ""uint160"", ""position"": 2}, {""name"": ""innerSecondsSpent"", ""type"": ""uint32"", ""position"": 3}]"
0x4a3fec341be7134b8ef9e9edb6bf63ae2ba17f43,,AlgebraPool,getTimepoints,9d3a5241,view,"[{""name"": ""secondsAgos"", ""type"": ""uint32[]"", ""position"": 1}]","[{""name"": ""tickCumulatives"", ""type"": ""int56[]"", ""position"": 1}, {""name"": ""secondsPerLiquidityCumulatives"", ""type"": ""uint160[]"", ""position"": 2}, {""name"": ""volatilityCumulatives"", ""type"": ""uint112[]"", ""position"": 3}, {""name"": ""volumePerAvgLiquiditys"", ""type"": ""uint256[]"", ""position"": 4}]"
0x4a3fec341be7134b8ef9e9edb6bf63ae2ba17f43,,AlgebraPool,globalState,e76c01e4,view,[],"[{""name"": ""price"", ""type"": ""uint160"", ""position"": 1}, {""name"": ""tick"", ""type"": ""int24"", ""position"": 2}, {""name"": ""fee"", ""type"": ""uint16"", ""position"": 3}, {""name"": ""timepointIndex"", ""type"": ""uint16"", ""position"": 4}, {""name"": ""communityFeeToken0"", ""type"": ""uint8"", ""position"": 5}, {""name"": ""communityFeeToken1"", ""type"": ""uint8"", ""position"": 6}, {""name"": ""unlocked"", ""type"": ""bool"", ""position"": 7}]"
0x4a3fec341be7134b8ef9e9edb6bf63ae2ba17f43,,AlgebraPool,initialize,f637731d,nonpayable,"[{""name"": ""initialPrice"", ""type"": ""uint160"", ""position"": 1}]",[]
0x4a3fec341be7134b8ef9e9edb6bf63ae2ba17f43,,AlgebraPool,liquidity,1a686502,view,[],"[{""name"": """", ""type"": ""uint128"", ""position"": 1}]"
0x4a3fec341be7134b8ef9e9edb6bf63ae2ba17f43,,AlgebraPool,liquidityCooldown,17e25b3c,view,[],"[{""name"": """", ""type"": ""uint32"", ""position"": 1}]"
0x4a3fec341be7134b8ef9e9edb6bf63ae2ba17f43,,AlgebraPool,maxLiquidityPerTick,70cf754a,pure,[],"[{""name"": """", ""type"": ""uint128"", ""position"": 1}]"
0x4a3fec341be7134b8ef9e9edb6bf63ae2ba17f43,,AlgebraPool,mint,aafe29c0,nonpayable,"[{""name"": ""sender"", ""type"": ""address"", ""position"": 1}, {""name"": ""recipient"", ""type"": ""address"", ""position"": 2}, {""name"": ""bottomTick"", ""type"": ""int24"", ""position"": 3}, {""name"": ""topTick"", ""type"": ""int24"", ""position"": 4}, {""name"": ""liquidityDesired"", ""type"": ""uint128"", ""position"": 5}, {""name"": ""data"", ""type"": ""bytes"", ""position"": 6}]","[{""name"": ""amount0"", ""type"": ""uint256"", ""position"": 1}, {""name"": ""amount1"", ""type"": ""uint256"", ""position"": 2}, {""name"": ""liquidityActual"", ""type"": ""uint128"", ""position"": 3}]"
0x4a3fec341be7134b8ef9e9edb6bf63ae2ba17f43,,AlgebraPool,positions,514ea4bf,view,"[{""name"": """", ""type"": ""bytes32"", ""position"": 1}]","[{""name"": ""liquidity"", ""type"": ""uint128"", ""position"": 1}, {""name"": ""lastLiquidityAddTimestamp"", ""type"": ""uint32"", ""position"": 2}, {""name"": ""innerFeeGrowth0Token"", ""type"": ""uint256"", ""position"": 3}, {""name"": ""innerFeeGrowth1Token"", ""type"": ""uint256"", ""position"": 4}, {""name"": ""fees0"", ""type"": ""uint128"", ""position"": 5}, {""name"": ""fees1"", ""type"": ""uint128"", ""position"": 6}]"
0x4a3fec341be7134b8ef9e9edb6bf63ae2ba17f43,,AlgebraPool,setCommunityFee,7c0112b7,nonpayable,"[{""name"": ""communityFee0"", ""type"": ""uint8"", ""position"": 1}, {""name"": ""communityFee1"", ""type"": ""uint8"", ""position"": 2}]",[]
0x4a3fec341be7134b8ef9e9edb6bf63ae2ba17f43,,AlgebraPool,setIncentive,7c1fe0c8,nonpayable,"[{""name"": ""virtualPoolAddress"", ""type"": ""address"", ""position"": 1}]",[]
0x4a3fec341be7134b8ef9e9edb6bf63ae2ba17f43,,AlgebraPool,setLiquidityCooldown,289fe9b0,nonpayable,"[{""name"": ""newLiquidityCooldown"", ""type"": ""uint32"", ""position"": 1}]",[]
0x4a3fec341be7134b8ef9e9edb6bf63ae2ba17f43,,AlgebraPool,setTickSpacing,f085a610,nonpayable,"[{""name"": ""newTickSpacing"", ""type"": ""int24"", ""position"": 1}]",[]
0x4a3fec341be7134b8ef9e9edb6bf63ae2ba17f43,,AlgebraPool,swap,128acb08,nonpayable,"[{""name"": ""recipient"", ""type"": ""address"", ""position"": 1}, {""name"": ""zeroToOne"", ""type"": ""bool"", ""position"": 2}, {""name"": ""amountRequired"", ""type"": ""int256"", ""position"": 3}, {""name"": ""limitSqrtPrice"", ""type"": ""uint160"", ""position"": 4}, {""name"": ""data"", ""type"": ""bytes"", ""position"": 5}]","[{""name"": ""amount0"", ""type"": ""int256"", ""position"": 1}, {""name"": ""amount1"", ""type"": ""int256"", ""position"": 2}]"
0x4a3fec341be7134b8ef9e9edb6bf63ae2ba17f43,,AlgebraPool,swapSupportingFeeOnInputTokens,71334694,nonpayable,"[{""name"": ""sender"", ""type"": ""address"", ""position"": 1}, {""name"": ""recipient"", ""type"": ""address"", ""position"": 2}, {""name"": ""zeroToOne"", ""type"": ""bool"", ""position"": 3}, {""name"": ""amountRequired"", ""type"": ""int256"", ""position"": 4}, {""name"": ""limitSqrtPrice"", ""type"": ""uint160"", ""position"": 5}, {""name"": ""data"", ""type"": ""bytes"", ""position"": 6}]","[{""name"": ""amount0"", ""type"": ""int256"", ""position"": 1}, {""name"": ""amount1"", ""type"": ""int256"", ""position"": 2}]"
0x4a3fec341be7134b8ef9e9edb6bf63ae2ba17f43,,AlgebraPool,tickSpacing,d0c93a7c,view,[],"[{""name"": """", ""type"": ""int24"", ""position"": 1}]"
0x4a3fec341be7134b8ef9e9edb6bf63ae2ba17f43,,AlgebraPool,tickTable,c677e3e0,view,"[{""name"": """", ""type"": ""int16"", ""position"": 1}]","[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0x4a3fec341be7134b8ef9e9edb6bf63ae2ba17f43,,AlgebraPool,ticks,f30dba93,view,"[{""name"": """", ""type"": ""int24"", ""position"": 1}]","[{""name"": ""liquidityTotal"", ""type"": ""uint128"", ""position"": 1}, {""name"": ""liquidityDelta"", ""type"": ""int128"", ""position"": 2}, {""name"": ""outerFeeGrowth0Token"", ""type"": ""uint256"", ""position"": 3}, {""name"": ""outerFeeGrowth1Token"", ""type"": ""uint256"", ""position"": 4}, {""name"": ""outerTickCumulative"", ""type"": ""int56"", ""position"": 5}, {""name"": ""outerSecondsPerLiquidity"", ""type"": ""uint160"", ""position"": 6}, {""name"": ""outerSecondsSpent"", ""type"": ""uint32"", ""position"": 7}, {""name"": ""initialized"", ""type"": ""bool"", ""position"": 8}]"
0x4a3fec341be7134b8ef9e9edb6bf63ae2ba17f43,,AlgebraPool,timepoints,74eceae6,view,"[{""name"": ""index"", ""type"": ""uint256"", ""position"": 1}]","[{""name"": ""initialized"", ""type"": ""bool"", ""position"": 1}, {""name"": ""blockTimestamp"", ""type"": ""uint32"", ""position"": 2}, {""name"": ""tickCumulative"", ""type"": ""int56"", ""position"": 3}, {""name"": ""secondsPerLiquidityCumulative"", ""type"": ""uint160"", ""position"": 4}, {""name"": ""volatilityCumulative"", ""type"": ""uint88"", ""position"": 5}, {""name"": ""averageTick"", ""type"": ""int24"", ""position"": 6}, {""name"": ""volumePerLiquidityCumulative"", ""type"": ""uint144"", ""position"": 7}]"
0x4a3fec341be7134b8ef9e9edb6bf63ae2ba17f43,,AlgebraPool,token0,0dfe1681,view,[],"[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0x4a3fec341be7134b8ef9e9edb6bf63ae2ba17f43,,AlgebraPool,token1,d21220a7,view,[],"[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0x4a3fec341be7134b8ef9e9edb6bf63ae2ba17f43,,AlgebraPool,totalFeeGrowth0Token,6378ae44,view,[],"[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0x4a3fec341be7134b8ef9e9edb6bf63ae2ba17f43,,AlgebraPool,totalFeeGrowth1Token,ecdecf42,view,[],"[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0x63aec253e5dbdcfc634f5e9dd18daaeb6632c7c7,,AlgebraPool,activeIncentive,facb0eb1,view,[],"[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0x63aec253e5dbdcfc634f5e9dd18daaeb6632c7c7,,AlgebraPool,burn,a34123a7,nonpayable,"[{""name"": ""bottomTick"", ""type"": ""int24"", ""position"": 1}, {""name"": ""topTick"", ""type"": ""int24"", ""position"": 2}, {""name"": ""amount"", ""type"": ""uint128"", ""position"": 3}]","[{""name"": ""amount0"", ""type"": ""uint256"", ""position"": 1}, {""name"": ""amount1"", ""type"": ""uint256"", ""position"": 2}]"
0x63aec253e5dbdcfc634f5e9dd18daaeb6632c7c7,,AlgebraPool,collect,4f1eb3d8,nonpayable,"[{""name"": ""recipient"", ""type"": ""address"", ""position"": 1}, {""name"": ""bottomTick"", ""type"": ""int24"", ""position"": 2}, {""name"": ""topTick"", ""type"": ""int24"", ""position"": 3}, {""name"": ""amount0Requested"", ""type"": ""uint128"", ""position"": 4}, {""name"": ""amount1Requested"", ""type"": ""uint128"", ""position"": 5}]","[{""name"": ""amount0"", ""type"": ""uint128"", ""position"": 1}, {""name"": ""amount1"", ""type"": ""uint128"", ""position"": 2}]"
0x63aec253e5dbdcfc634f5e9dd18daaeb6632c7c7,,AlgebraPool,dataStorageOperator,29047dfa,view,[],"[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0x63aec253e5dbdcfc634f5e9dd18daaeb6632c7c7,,AlgebraPool,factory,c45a0155,view,[],"[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0x63aec253e5dbdcfc634f5e9dd18daaeb6632c7c7,,AlgebraPool,flash,490e6cbc,nonpayable,"[{""name"": ""recipient"", ""type"": ""address"", ""position"": 1}, {""name"": ""amount0"", ""type"": ""uint256"", ""position"": 2}, {""name"": ""amount1"", ""type"": ""uint256"", ""position"": 3}, {""name"": ""data"", ""type"": ""bytes"", ""position"": 4}]",[]
0x63aec253e5dbdcfc634f5e9dd18daaeb6632c7c7,,AlgebraPool,getInnerCumulatives,920c34e5,view,"[{""name"": ""bottomTick"", ""type"": ""int24"", ""position"": 1}, {""name"": ""topTick"", ""type"": ""int24"", ""position"": 2}]","[{""name"": ""innerTickCumulative"", ""type"": ""int56"", ""position"": 1}, {""name"": ""innerSecondsSpentPerLiquidity"", ""type"": ""uint160"", ""position"": 2}, {""name"": ""innerSecondsSpent"", ""type"": ""uint32"", ""position"": 3}]"
0x63aec253e5dbdcfc634f5e9dd18daaeb6632c7c7,,AlgebraPool,getTimepoints,9d3a5241,view,"[{""name"": ""secondsAgos"", ""type"": ""uint32[]"", ""position"": 1}]","[{""name"": ""tickCumulatives"", ""type"": ""int56[]"", ""position"": 1}, {""name"": ""secondsPerLiquidityCumulatives"", ""type"": ""uint160[]"", ""position"": 2}, {""name"": ""volatilityCumulatives"", ""type"": ""uint112[]"", ""position"": 3}, {""name"": ""volumePerAvgLiquiditys"", ""type"": ""uint256[]"", ""position"": 4}]"
0x63aec253e5dbdcfc634f5e9dd18daaeb6632c7c7,,AlgebraPool,globalState,e76c01e4,view,[],"[{""name"": ""price"", ""type"": ""uint160"", ""position"": 1}, {""name"": ""tick"", ""type"": ""int24"", ""position"": 2}, {""name"": ""fee"", ""type"": ""uint16"", ""position"": 3}, {""name"": ""timepointIndex"", ""type"": ""uint16"", ""position"": 4}, {""name"": ""communityFeeToken0"", ""type"": ""uint8"", ""position"": 5}, {""name"": ""communityFeeToken1"", ""type"": ""uint8"", ""position"": 6}, {""name"": ""unlocked"", ""type"": ""bool"", ""position"": 7}]"
0x63aec253e5dbdcfc634f5e9dd18daaeb6632c7c7,,AlgebraPool,initialize,f637731d,nonpayable,"[{""name"": ""initialPrice"", ""type"": ""uint160"", ""position"": 1}]",[]
0x63aec253e5dbdcfc634f5e9dd18daaeb6632c7c7,,AlgebraPool,liquidity,1a686502,view,[],"[{""name"": """", ""type"": ""uint128"", ""position"": 1}]"
0x63aec253e5dbdcfc634f5e9dd18daaeb6632c7c7,,AlgebraPool,liquidityCooldown,17e25b3c,view,[],"[{""name"": """", ""type"": ""uint32"", ""position"": 1}]"
0x63aec253e5dbdcfc634f5e9dd18daaeb6632c7c7,,AlgebraPool,maxLiquidityPerTick,70cf754a,pure,[],"[{""name"": """", ""type"": ""uint128"", ""position"": 1}]"
0x63aec253e5dbdcfc634f5e9dd18daaeb6632c7c7,,AlgebraPool,mint,aafe29c0,nonpayable,"[{""name"": ""sender"", ""type"": ""address"", ""position"": 1}, {""name"": ""recipient"", ""type"": ""address"", ""position"": 2}, {""name"": ""bottomTick"", ""type"": ""int24"", ""position"": 3}, {""name"": ""topTick"", ""type"": ""int24"", ""position"": 4}, {""name"": ""liquidityDesired"", ""type"": ""uint128"", ""position"": 5}, {""name"": ""data"", ""type"": ""bytes"", ""position"": 6}]","[{""name"": ""amount0"", ""type"": ""uint256"", ""position"": 1}, {""name"": ""amount1"", ""type"": ""uint256"", ""position"": 2}, {""name"": ""liquidityActual"", ""type"": ""uint128"", ""position"": 3}]"
0x63aec253e5dbdcfc634f5e9dd18daaeb6632c7c7,,AlgebraPool,positions,514ea4bf,view,"[{""name"": """", ""type"": ""bytes32"", ""position"": 1}]","[{""name"": ""liquidity"", ""type"": ""uint128"", ""position"": 1}, {""name"": ""lastLiquidityAddTimestamp"", ""type"": ""uint32"", ""position"": 2}, {""name"": ""innerFeeGrowth0Token"", ""type"": ""uint256"", ""position"": 3}, {""name"": ""innerFeeGrowth1Token"", ""type"": ""uint256"", ""position"": 4}, {""name"": ""fees0"", ""type"": ""uint128"", ""position"": 5}, {""name"": ""fees1"", ""type"": ""uint128"", ""position"": 6}]"
0x63aec253e5dbdcfc634f5e9dd18daaeb6632c7c7,,AlgebraPool,setCommunityFee,7c0112b7,nonpayable,"[{""name"": ""communityFee0"", ""type"": ""uint8"", ""position"": 1}, {""name"": ""communityFee1"", ""type"": ""uint8"", ""position"": 2}]",[]
0x63aec253e5dbdcfc634f5e9dd18daaeb6632c7c7,,AlgebraPool,setIncentive,7c1fe0c8,nonpayable,"[{""name"": ""virtualPoolAddress"", ""type"": ""address"", ""position"": 1}]",[]
0x63aec253e5dbdcfc634f5e9dd18daaeb6632c7c7,,AlgebraPool,setLiquidityCooldown,289fe9b0,nonpayable,"[{""name"": ""newLiquidityCooldown"", ""type"": ""uint32"", ""position"": 1}]",[]
0x63aec253e5dbdcfc634f5e9dd18daaeb6632c7c7,,AlgebraPool,setTickSpacing,f085a610,nonpayable,"[{""name"": ""newTickSpacing"", ""type"": ""int24"", ""position"": 1}]",[]
0x63aec253e5dbdcfc634f5e9dd18daaeb6632c7c7,,AlgebraPool,swap,128acb08,nonpayable,"[{""name"": ""recipient"", ""type"": ""address"", ""position"": 1}, {""name"": ""zeroToOne"", ""type"": ""bool"", ""position"": 2}, {""name"": ""amountRequired"", ""type"": ""int256"", ""position"": 3}, {""name"": ""limitSqrtPrice"", ""type"": ""uint160"", ""position"": 4}, {""name"": ""data"", ""type"": ""bytes"", ""position"": 5}]","[{""name"": ""amount0"", ""type"": ""int256"", ""position"": 1}, {""name"": ""amount1"", ""type"": ""int256"", ""position"": 2}]"
0x63aec253e5dbdcfc634f5e9dd18daaeb6632c7c7,,AlgebraPool,swapSupportingFeeOnInputTokens,71334694,nonpayable,"[{""name"": ""sender"", ""type"": ""address"", ""position"": 1}, {""name"": ""recipient"", ""type"": ""address"", ""position"": 2}, {""name"": ""zeroToOne"", ""type"": ""bool"", ""position"": 3}, {""name"": ""amountRequired"", ""type"": ""int256"", ""position"": 4}, {""name"": ""limitSqrtPrice"", ""type"": ""uint160"", ""position"": 5}, {""name"": ""data"", ""type"": ""bytes"", ""position"": 6}]","[{""name"": ""amount0"", ""type"": ""int256"", ""position"": 1}, {""name"": ""amount1"", ""type"": ""int256"", ""position"": 2}]"
0x63aec253e5dbdcfc634f5e9dd18daaeb6632c7c7,,AlgebraPool,tickSpacing,d0c93a7c,view,[],"[{""name"": """", ""type"": ""int24"", ""position"": 1}]"
