address,name
0xaf5baa0ac599d2cce7c7b7d1803abacbd8936598,Arctic Bastion
0xf671d28fef15e5eafc21898c2814b1b4cd88bc9a,Balancer API
0x71b2ea049f4247bf0c0265dfc156483c0df58056,Baseline
0x5fa8c6f28fc234d3b71f27913429b29091fe0f1d,Helixbox
0x6bf97afe2d2c790999cded2a8523009eb8a0823f,Portus
0xc306627b7955f3180e90d77fe5703d1933ba895b,Rosato
0x4799d639954bf7a2c420c20a72ebd7caf900bfc4,Wraxyn
0xe776aac255d90c742e1c6385888db366e36e0cea,Zeal
