model_name,schema_file,module,tags,tier,class,timestamp_column,has_full_refresh,has_existing_elementary_tests,rollout_wave,anomaly_enabled,kpi_columns,dimension_columns,schema_change_enabled,notes
int_execution_circles_v2_avatars,models/execution/Circles/intermediate/schema.yml,execution,,tier2,non_timeseries,date,False,False,1,False,cnt,,True,
int_execution_gpay_activity,models/execution/gpay/intermediate/schema.yml,execution,,tier2,non_timeseries,date,True,False,1,False,amount,symbol,True,
int_execution_gpay_activity_daily,models/execution/gpay/intermediate/schema.yml,execution,,tier2,daily,date,False,False,1,True,amount,symbol,True,
int_execution_gpay_balances_daily,models/execution/gpay/intermediate/schema.yml,execution,,tier2,daily,date,False,False,1,True,balance,symbol,True,
int_execution_gpay_wallet_owners,models/execution/gpay/intermediate/schema.yml,execution,,tier2,non_timeseries,block_timestamp,False,False,1,False,,,True,
int_execution_rwa_backedfi_prices,models/execution/rwa/intermediate/schema.yml,execution,,tier2,non_timeseries,date,False,False,1,False,,,True,
int_execution_state_size_full_diff_daily,models/execution/state/intermediate/schema.yml,execution,,tier2,daily,date,False,False,1,True,,,True,
int_execution_token_prices_daily,models/execution/prices/intermediate/schema.yml,execution,,tier2,daily,date,False,False,1,True,,symbol,True,
int_execution_tokens_address_diffs_daily,models/execution/tokens/intermediate/schema.yml,execution,,tier2,daily,date,True,False,1,False,,symbol|token_class,True,full_refresh: skip volume/freshness anomalies
int_execution_tokens_balance_cohorts_daily,models/execution/tokens/intermediate/schema.yml,execution,,tier2,daily,date,True,False,1,False,,symbol|token_class,True,full_refresh: skip volume/freshness anomalies
int_execution_tokens_balances_by_sector_daily,models/execution/tokens/intermediate/schema.yml,execution,,tier2,daily,date,True,False,1,False,supply,symbol|token_class|sector,True,full_refresh: skip volume/freshness anomalies
int_execution_tokens_balances_daily,models/execution/tokens/intermediate/schema.yml,execution,,tier2,daily,date,True,False,1,False,,symbol|token_class,True,full_refresh: skip volume/freshness anomalies
int_execution_tokens_supply_holders_daily,models/execution/tokens/intermediate/schema.yml,execution,,tier2,daily,date,True,False,1,False,supply|holders,symbol|token_class,True,full_refresh: skip volume/freshness anomalies
int_execution_tokens_transfers_daily,models/execution/tokens/intermediate/schema.yml,execution,,tier2,daily,date,True,False,1,False,active_senders,symbol|token_class,True,full_refresh: skip volume/freshness anomalies
int_execution_transactions_by_project_alltime_state,models/execution/transactions/intermediate/schema.yml,execution,,tier2,latest_snapshot,month,False,False,1,False,fee_state,project,True,
int_execution_transactions_by_project_daily,models/execution/transactions/intermediate/schema.yml,execution,,tier0,daily,date,True,False,1,False,fee_native_sum,project|sector,True,full_refresh: skip volume/freshness anomalies
int_execution_transactions_by_project_hourly_recent,models/execution/transactions/intermediate/schema.yml,execution,,tier0,hourly,hour,False,False,1,True,active_accounts|fee_native_sum,project|sector,True,
int_execution_transactions_cumulative_daily,models/execution/transactions/intermediate/schema.yml,execution,,tier0,daily,date,False,False,1,True,,,True,
int_execution_transactions_daily_active_addresses,models/execution/transactions/intermediate/schema.yml,execution,,tier0,daily,date,True,False,1,False,,,True,full_refresh: skip volume/freshness anomalies
int_execution_transactions_info_daily,models/execution/transactions/intermediate/schema.yml,execution,,tier0,daily,date,False,False,1,True,gas_used|n_txs|fee_native_sum|fee_usd_sum,transaction_type,True,
int_execution_transactions_unique_addresses,models/execution/transactions/intermediate/schema.yml,execution,,tier2,non_timeseries,,True,False,1,False,,,True,
int_execution_transfers_whitelisted_daily,models/execution/transfers/intermediate/schema.yml,execution,,tier2,daily,date,True,False,1,False,amount,symbol,True,full_refresh: skip volume/freshness anomalies
int_execution_transfers_whitelisted_raw,models/execution/transfers/intermediate/schema.yml,execution,,tier2,non_timeseries,block_timestamp,False,False,1,False,amount,symbol,True,
int_execution_yields_pools_fees_daily,models/execution/yields/intermediate/schema.yml,execution,,tier2,daily,date,False,False,1,True,fee_amount,,True,
int_yields_sdai_rate_daily,models/execution/yields/intermediate/schema.yml,execution,,tier2,daily,date,False,False,1,True,,,True,
stg_execution__storage_diffs,models/execution/state/staging/schema.yml,execution,,tier3,staging,block_timestamp,False,False,1,False,,,False,
stg_gpay__wallets,models/execution/gpay/staging/schema.yml,execution,,tier3,staging,,False,False,1,False,,,False,
api_consensus_attestations_daily,models/consensus/marts/schema.yml,consensus,,tier1,daily,date,False,False,2,True,cnt,,True,
api_consensus_blob_commitments_daily,models/consensus/marts/schema.yml,consensus,,tier1,daily,date,False,False,2,True,value,,True,
api_consensus_blocks_daily,models/consensus/marts/schema.yml,consensus,,tier1,daily,date,False,True,2,True,value,label,True,
api_consensus_credentials_daily,models/consensus/marts/schema.yml,consensus,,tier1,daily,date,False,False,2,True,cnt|pct,credentials_type,True,
api_consensus_credentials_latest,models/consensus/marts/schema.yml,consensus,,tier1,latest_snapshot,,False,False,2,False,cnt,credentials_type,True,
api_consensus_deposits_withdrawls_cnt_daily,models/consensus/marts/schema.yml,consensus,,tier1,daily,date,False,False,2,True,value,label,True,
api_consensus_deposits_withdrawls_volume_daily,models/consensus/marts/schema.yml,consensus,,tier1,daily,date,False,False,2,True,value,label,True,
api_consensus_entry_queue_daily,models/consensus/marts/schema.yml,consensus,,tier1,daily,date,False,False,2,True,,,True,
api_consensus_forks,models/consensus/marts/schema.yml,consensus,,tier1,non_timeseries,,False,False,2,False,,,True,
api_consensus_graffiti_cloud,models/consensus/marts/schema.yml,consensus,,tier1,non_timeseries,,False,False,2,False,value,label,True,
api_consensus_graffiti_label_daily,models/consensus/marts/schema.yml,consensus,,tier1,daily,date,False,False,2,True,value,label,True,
api_consensus_info_active_ongoing_latest,models/consensus/marts/schema.yml,consensus,,tier1,latest_snapshot,,False,False,2,False,value,,True,
api_consensus_info_apy_latest,models/consensus/marts/schema.yml,consensus,,tier1,latest_snapshot,,False,False,2,False,value,,True,
api_consensus_info_deposits_cnt_latest,models/consensus/marts/schema.yml,consensus,,tier1,latest_snapshot,,False,False,2,False,value,,True,
api_consensus_info_staked_latest,models/consensus/marts/schema.yml,consensus,,tier1,latest_snapshot,,False,False,2,False,value,,True,
api_consensus_info_withdrawls_cnt_latest,models/consensus/marts/schema.yml,consensus,,tier1,latest_snapshot,,False,False,2,False,value,,True,
api_consensus_staked_daily,models/consensus/marts/schema.yml,consensus,,tier1,daily,date,False,True,2,True,value,,True,
api_consensus_validators_active_daily,models/consensus/marts/schema.yml,consensus,,tier1,daily,date,False,False,2,True,cnt,,True,
api_consensus_validators_apy_dist_daily,models/consensus/marts/schema.yml,consensus,,tier1,daily,date,False,False,2,True,,,True,
api_consensus_validators_apy_dist_last_30_days,models/consensus/marts/schema.yml,consensus,,tier1,latest_snapshot,date,False,False,2,False,,,True,
api_consensus_validators_balance_dist_last_30_days,models/consensus/marts/schema.yml,consensus,,tier1,latest_snapshot,date,False,False,2,False,,,True,
api_consensus_validators_balances_daily,models/consensus/marts/schema.yml,consensus,,tier1,daily,date,False,False,2,True,value,label,True,
api_consensus_validators_balances_dist_daily,models/consensus/marts/schema.yml,consensus,,tier1,daily,date,False,False,2,True,,,True,
api_consensus_validators_status_daily,models/consensus/marts/schema.yml,consensus,,tier1,daily,date,False,False,2,True,cnt,status,True,
api_consensus_withdrawal_credentials_freq_daily,models/consensus/marts/schema.yml,consensus,,tier1,daily,date,False,False,2,True,value,label,True,
api_consensus_zero_blob_commitments_daily,models/consensus/marts/schema.yml,consensus,,tier1,daily,date,False,False,2,True,value,label,True,
fct_consensus_forks,models/consensus/marts/schema.yml,consensus,,tier1,non_timeseries,,False,False,2,False,,,True,
fct_consensus_graffiti_cloud,models/consensus/marts/schema.yml,consensus,,tier1,non_timeseries,,False,False,2,False,,label,True,
fct_consensus_info_latest,models/consensus/marts/schema.yml,consensus,,tier1,latest_snapshot,,False,False,2,False,cnt|total_amount|value,label,True,
fct_consensus_validators_dists_last_30_days,models/consensus/marts/schema.yml,consensus,,tier1,latest_snapshot,date,False,False,2,False,,,True,
fct_consensus_withdrawal_credentials_freq_daily,models/consensus/marts/schema.yml,consensus,,tier1,daily,date,False,False,2,True,,,True,
int_consensus_attestations_daily,models/consensus/intermediate/schema.yml,consensus,,tier2,daily,date,False,False,2,True,cnt,,True,
int_consensus_blob_commitments_daily,models/consensus/intermediate/schema.yml,consensus,,tier2,daily,date,False,False,2,True,cnt,,True,
int_consensus_blocks_daily,models/consensus/intermediate/schema.yml,consensus,,tier1,daily,date,False,False,2,True,,,True,
int_consensus_credentials_daily,models/consensus/intermediate/schema.yml,consensus,,tier2,daily,date,False,False,2,True,cnt,credentials_type,True,
int_consensus_deposits_withdrawals_daily,models/consensus/intermediate/schema.yml,consensus,,tier2,daily,date,False,False,2,True,amount|cnt,,True,
int_consensus_entry_queue_daily,models/consensus/intermediate/schema.yml,consensus,,tier2,daily,date,False,False,2,True,,,True,
int_consensus_graffiti_daily,models/consensus/intermediate/schema.yml,consensus,,tier2,daily,date,False,False,2,True,cnt,label,True,
int_consensus_validators_balances_daily,models/consensus/intermediate/schema.yml,consensus,,tier1,daily,date,False,False,2,True,balance,,True,
int_consensus_validators_dists_daily,models/consensus/intermediate/schema.yml,consensus,,tier1,daily,date,False,False,2,True,,,True,
int_consensus_validators_labels,models/consensus/intermediate/schema.yml,consensus,,tier2,non_timeseries,,False,False,2,False,,,True,
int_consensus_validators_per_index_apy_daily,models/consensus/intermediate/schema.yml,consensus,,tier1,daily,date,True,False,2,False,amount,,True,full_refresh: skip volume/freshness anomalies
int_consensus_validators_status_daily,models/consensus/intermediate/schema.yml,consensus,,tier1,daily,date,False,False,2,True,cnt|total_validators|active_validators,status,True,
int_consensus_withdrawal_credentials_daily,models/consensus/intermediate/schema.yml,consensus,,tier2,daily,date,False,False,2,True,cnt,,True,
stg_consensus__attestations,models/consensus/staging/schema.yml,consensus,,tier3,staging,slot_timestamp,False,False,2,False,,,False,
stg_consensus__blob_commitments,models/consensus/staging/schema.yml,consensus,,tier3,staging,slot_timestamp,False,False,2,False,,,False,
stg_consensus__blocks,models/consensus/staging/schema.yml,consensus,,tier3,staging,slot_timestamp,False,False,2,False,total_slashed_validators|amount|gas_limit|gas_used,version,False,
stg_consensus__deposits,models/consensus/staging/schema.yml,consensus,,tier3,staging,slot_timestamp,False,False,2,False,amount,,False,
stg_consensus__execution_requests,models/consensus/staging/schema.yml,consensus,,tier3,staging,slot_timestamp,False,False,2,False,,,False,
stg_consensus__rewards,models/consensus/staging/schema.yml,consensus,,tier3,staging,slot_timestamp,False,False,2,False,total,,False,
stg_consensus__specs,models/consensus/staging/schema.yml,consensus,,tier3,staging,,False,False,2,False,,,False,
stg_consensus__time_helpers,models/consensus/staging/schema.yml,consensus,,tier3,staging,,False,False,2,False,,,False,
stg_consensus__validators,models/consensus/staging/schema.yml,consensus,,tier3,staging,slot_timestamp,False,False,2,False,balance,status,False,
stg_consensus__withdrawals,models/consensus/staging/schema.yml,consensus,,tier3,staging,slot_timestamp,False,False,2,False,amount,,False,
api_bridges_cum_netflow_weekly_by_bridge,models/bridges/marts/schema.yml,bridges,,tier1,daily,date,False,False,3,True,value,,True,
api_bridges_kpi_distinct_bridges_all_time,models/bridges/marts/schema.yml,bridges,,tier1,latest_snapshot,,False,False,3,False,value,,True,
api_bridges_kpi_distinct_chains_all_time,models/bridges/marts/schema.yml,bridges,,tier1,latest_snapshot,,False,False,3,False,value,,True,
api_bridges_kpi_netflow_7d,models/bridges/marts/schema.yml,bridges,,tier1,latest_snapshot,,False,False,3,False,value,,True,
api_bridges_kpi_total_netflow_all_time,models/bridges/marts/schema.yml,bridges,,tier1,latest_snapshot,,False,False,3,False,value,,True,
api_bridges_kpi_total_volume_all_time,models/bridges/marts/schema.yml,bridges,,tier1,latest_snapshot,,False,False,3,False,value,,True,
api_bridges_kpi_volume_7d,models/bridges/marts/schema.yml,bridges,,tier1,latest_snapshot,,False,False,3,False,value,,True,
api_bridges_sankey_gnosis_in_by_token_7d,models/bridges/marts/schema.yml,bridges,,tier1,latest_snapshot,,False,False,3,False,value,,True,
api_bridges_sankey_gnosis_in_ranges,models/bridges/marts/schema.yml,bridges,,tier1,latest_snapshot,,False,False,3,False,value,,True,
api_bridges_sankey_gnosis_out_by_token_7d,models/bridges/marts/schema.yml,bridges,,tier1,latest_snapshot,,False,False,3,False,value,,True,
api_bridges_sankey_gnosis_out_ranges,models/bridges/marts/schema.yml,bridges,,tier1,latest_snapshot,,False,False,3,False,value,,True,
api_bridges_token_netflow_daily_by_bridge,models/bridges/marts/schema.yml,bridges,,tier1,daily,date,False,False,3,True,value,bridge,True,
fct_bridges_kpis_snapshot,models/bridges/marts/schema.yml,bridges,,tier1,latest_snapshot,,False,False,3,False,,,True,
fct_bridges_netflow_weekly_by_bridge,models/bridges/marts/schema.yml,bridges,,tier1,daily,week,False,False,3,True,,bridge,True,
fct_bridges_sankey_edges_token_daily,models/bridges/marts/schema.yml,bridges,,tier1,daily,date,False,False,3,True,value,bridge,True,
fct_bridges_token_netflow_daily_by_bridge,models/bridges/marts/schema.yml,bridges,,tier1,daily,date,False,False,3,True,value,bridge,True,
int_bridges_flows_daily,models/bridges/intermediate/schema.yml,bridges,,tier2,daily,date,False,False,3,True,txs,bridge,True,
api_p2p_clients_latest,models/p2p/marts/schema.yml,p2p,,tier1,latest_snapshot,date,False,False,3,False,,,True,
api_p2p_discv4_clients_daily,models/p2p/marts/schema.yml,p2p,,tier1,daily,date,False,False,3,True,value,label,True,
api_p2p_discv4_clients_latest,models/p2p/marts/schema.yml,p2p,,tier1,latest_snapshot,,False,False,3,False,value,label,True,
api_p2p_discv5_clients_daily,models/p2p/marts/schema.yml,p2p,,tier1,daily,date,False,False,3,True,value,label,True,
api_p2p_discv5_clients_latest,models/p2p/marts/schema.yml,p2p,,tier1,latest_snapshot,,False,False,3,False,value,label,True,
api_p2p_discv5_current_fork_daily,models/p2p/marts/schema.yml,p2p,,tier1,daily,date,False,False,3,True,cnt,,True,
api_p2p_discv5_next_fork_daily,models/p2p/marts/schema.yml,p2p,,tier1,daily,date,False,False,3,True,cnt,,True,
api_p2p_topology_latest,models/p2p/marts/schema.yml,p2p,,tier1,latest_snapshot,date,False,False,3,False,cnt,,True,
api_p2p_visits_latest,models/p2p/marts/schema.yml,p2p,,tier1,latest_snapshot,date,False,False,3,False,,,True,
fct_p2p_discv5_forks_daily,models/p2p/marts/schema.yml,p2p,,tier1,daily,date,False,False,3,True,cnt,label,True,
fct_p2p_topology_latest,models/p2p/marts/schema.yml,p2p,,tier1,latest_snapshot,date,False,False,3,False,cnt,,True,
int_p2p_discv4_clients_daily,models/p2p/intermediate/schema.yml,p2p,,tier2,daily,date,False,False,3,True,value,client|label,True,
int_p2p_discv4_peers,models/p2p/intermediate/schema.yml,p2p,,tier2,non_timeseries,,False,False,3,False,,client|version,True,
int_p2p_discv4_topology_latest,models/p2p/intermediate/schema.yml,p2p,,tier2,latest_snapshot,date,False,False,3,False,cnt,client,True,
int_p2p_discv4_visits_daily,models/p2p/intermediate/schema.yml,p2p,,tier2,daily,date,False,False,3,True,total_visits,,True,
int_p2p_discv5_clients_daily,models/p2p/intermediate/schema.yml,p2p,,tier2,daily,date,False,False,3,True,value,client|label,True,
int_p2p_discv5_forks_daily,models/p2p/intermediate/schema.yml,p2p,,tier2,daily,date,False,False,3,True,cnt,label,True,
int_p2p_discv5_peers,models/p2p/intermediate/schema.yml,p2p,,tier2,non_timeseries,,False,False,3,False,,client|version,True,
int_p2p_discv5_topology_latest,models/p2p/intermediate/schema.yml,p2p,,tier2,latest_snapshot,date,False,False,3,False,cnt,client,True,
int_p2p_discv5_visits_daily,models/p2p/intermediate/schema.yml,p2p,,tier2,daily,date,False,False,3,True,total_visits,,True,
stg_crawlers_data__ipinfo,models/p2p/staging/schema.yml,p2p,,tier3,staging,,False,False,3,False,,region|country,False,
stg_nebula_discv4__discovery_id_prefixes_x_peer_ids,models/p2p/staging/schema.yml,p2p,,tier3,staging,,False,False,3,False,,,False,
stg_nebula_discv4__neighbors,models/p2p/staging/schema.yml,p2p,,tier3,staging,,False,False,3,False,,,False,
stg_nebula_discv4__visits,models/p2p/staging/schema.yml,p2p,,tier3,staging,,False,False,3,False,,,False,
stg_nebula_discv5__discovery_id_prefixes_x_peer_ids,models/p2p/staging/schema.yml,p2p,,tier3,staging,,False,False,3,False,,,False,
stg_nebula_discv5__neighbors,models/p2p/staging/schema.yml,p2p,,tier3,staging,,False,False,3,False,,,False,
stg_nebula_discv5__visits,models/p2p/staging/schema.yml,p2p,,tier3,staging,,False,False,3,False,,,False,
api_esg_carbon_emissions_annualised_latest,models/ESG/marts/schema.yml,ESG,,tier1,latest_snapshot,,False,False,4,False,,,True,
api_esg_carbon_emissions_daily,models/ESG/marts/schema.yml,ESG,,tier1,daily,date,False,False,4,True,,,True,
api_esg_carbon_timeseries_bands,models/ESG/marts/schema.yml,ESG,,tier1,non_timeseries,date,False,False,4,False,value,,True,
api_esg_cif_network_vs_countries_daily,models/ESG/marts/schema.yml,ESG,,tier1,daily,date,False,False,4,True,,,True,
api_esg_energy_consumption_annualised_latest,models/ESG/marts/schema.yml,ESG,,tier1,latest_snapshot,,False,False,4,False,,,True,
api_esg_energy_monthly,models/ESG/marts/schema.yml,ESG,,tier1,monthly,date,False,False,4,False,value,,True,
api_esg_estimated_nodes_daily,models/ESG/marts/schema.yml,ESG,,tier1,daily,date,False,False,4,True,,,True,
api_esg_info_annual_daily,models/ESG/marts/schema.yml,ESG,,tier1,daily,date,False,False,4,True,,label,True,
api_esg_info_category_daily,models/ESG/marts/schema.yml,ESG,,tier1,daily,date,False,False,4,True,value,label,True,
fct_esg_carbon_footprint_uncertainty,models/ESG/marts/schema.yml,ESG,,tier1,non_timeseries,date,False,False,4,False,total_estimated_nodes|total_nodes_lower_95|total_nodes_upper_95|active_categories,,True,
int_esg_carbon_intensity_ensemble,models/ESG/intermediate/schema.yml,ESG,,tier2,non_timeseries,,False,False,4,False,n_sources,,True,
int_esg_dynamic_power_consumption,models/ESG/intermediate/schema.yml,ESG,,tier2,non_timeseries,date,False,False,4,False,total_client_nodes,region,True,
int_esg_node_classification,models/ESG/intermediate/schema.yml,ESG,,tier2,non_timeseries,date,False,False,4,False,,,True,
int_esg_node_client_distribution,models/ESG/intermediate/schema.yml,ESG,,tier2,non_timeseries,date,False,False,4,False,,,True,
int_esg_node_geographic_distribution,models/ESG/intermediate/schema.yml,ESG,,tier2,non_timeseries,date,False,False,4,False,,region,True,
int_esg_node_population_chao1,models/ESG/intermediate/schema.yml,ESG,,tier2,non_timeseries,,False,False,4,False,,,True,
stg_crawlers_data__country_codes,models/ESG/staging/schema.yml,ESG,,tier3,staging,,False,False,4,False,,region,False,
stg_crawlers_data__ember_electricity_data,models/ESG/staging/schema.yml,ESG,,tier3,staging,date,False,False,4,False,value,region,False,
api_crawlers_data_distinct_projects_sectors_totals,models/crawlers_data/marts/schema.yml,crawlers_data,,tier1,non_timeseries,,False,False,4,False,,,True,
api_crawlers_data_gno_supply_daily,models/crawlers_data/marts/schema.yml,crawlers_data,,tier1,daily,date,False,False,4,True,supply,label,True,
fct_crawlers_data_distinct_projects_sectors,models/crawlers_data/marts/schema.yml,crawlers_data,,tier1,non_timeseries,,False,False,4,False,,project|sector,True,
int_crawlers_data_labels,models/crawlers_data/intermediate/schema.yml,crawlers_data,,tier2,non_timeseries,,False,False,4,False,,project|sector,True,
stg_crawlers_data__dune_bridge_flows,models/crawlers_data/staging/schema.yml,crawlers_data,,tier3,staging,,False,False,4,False,,bridge,False,
stg_crawlers_data__dune_gno_supply,models/crawlers_data/staging/schema.yml,crawlers_data,,tier3,staging,,False,False,4,False,supply,label,False,
stg_crawlers_data__dune_labels,models/crawlers_data/staging/schema.yml,crawlers_data,,tier3,staging,,False,False,4,False,,project|label,False,
stg_crawlers_data__dune_prices,models/crawlers_data/staging/schema.yml,crawlers_data,,tier3,staging,date,False,False,4,False,,symbol,False,
api_probelab_clients_cloud_daily,models/probelab/marts/schema.yml,probelab,,tier1,daily,date,False,False,4,True,value,client|cloud,True,
api_probelab_clients_country_daily,models/probelab/marts/schema.yml,probelab,,tier1,daily,date,False,False,4,True,value,client|country,True,
api_probelab_clients_daily,models/probelab/marts/schema.yml,probelab,,tier1,daily,date,False,False,4,True,value,client,True,
api_probelab_clients_quic_daily,models/probelab/marts/schema.yml,probelab,,tier1,daily,date,False,False,4,True,value,client,True,
api_probelab_clients_version_daily,models/probelab/marts/schema.yml,probelab,,tier1,daily,date,False,False,4,True,value,client|version,True,
stg_crawlers_data__probelab_agent_semvers_avg_1d,models/probelab/staging/schema.yml,probelab,,tier3,staging,,False,False,4,False,,agent_version_type,False,
stg_crawlers_data__probelab_cloud_provider_avg_1d,models/probelab/staging/schema.yml,probelab,,tier3,staging,,False,False,4,False,,agent_version_type|cloud_provider,False,
stg_crawlers_data__probelab_countries_avg_1d,models/probelab/staging/schema.yml,probelab,,tier3,staging,,False,False,4,False,,agent_version_type|country,False,
stg_crawlers_data__probelab_quic_support_over_7d,models/probelab/staging/schema.yml,probelab,,tier3,staging,,False,False,4,False,,agent_version_type|quic_support,False,
